"Fragment","Date.0","Genotype.0","Tank.0","A_Tank.0","Nutrients.0","Disease.0","YII.0","Sample.0","Date.2","Genotype.2","Tank.2","A_Tank.2","Nutrients.2","Disease.2","YII.2","Sample.2","Date.3","Genotype.3","Tank.3","A_Tank.3","Nutrients.3","Disease.3","YII.3","Sample.3","Date.4","Genotype.4","Tank.4","A_Tank.4","Nutrients.4","Disease.4","YII.4","Sample.4","Date.5","Genotype.5","Tank.5","A_Tank.5","Nutrients.5","Disease.5","YII.5","Sample.5","Date.6","Genotype.6","Tank.6","A_Tank.6","Nutrients.6","Disease.6","YII.6","Sample.6","Date.7","Genotype.7","Tank.7","A_Tank.7","Nutrients.7","Disease.7","YII.7","Sample.7","Date.8","Genotype.8","Tank.8","A_Tank.8","Nutrients.8","Disease.8","YII.8","Sample.8","Date.9","Genotype.9","Tank.9","A_Tank.9","Nutrients.9","Disease.9","YII.9","Sample.9","Date.10","Genotype.10","Tank.10","A_Tank.10","Nutrients.10","Disease.10","YII.10","Sample.10","Date.11","Genotype.11","Tank.11","A_Tank.11","Nutrients.11","Disease.11","YII.11","Sample.11","Date.12","Genotype.12","Tank.12","A_Tank.12","Nutrients.12","Disease.12","YII.12","Sample.12","Date.13","Genotype.13","Tank.13","A_Tank.13","Nutrients.13","Disease.13","YII.13","Sample.13"
"A054","2020-08-12","Acerv2","8","2","Ambient","Pathogen",0.674,"2020-08-12_A054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A055","2020-08-12","Acerv2","8","1","Ambient","Placebo",0.702,"2020-08-12_A055","2020-09-02","Acerv2","3","1","Ambient","Placebo",0.623,"2020-09-02_A055","2020-09-11","Acerv2","7","1","Ambient","Placebo",0.564,"2020-09-11_A055","2020-09-18","Acerv2","1","1","Ambient","Placebo",0.537,"2020-09-18_A055","2020-09-22","Acerv2","1","1","Ambient","Placebo",0.547,"2020-09-22_A055","2020-09-25","Acerv2","1","1","Ambient","Placebo",0.565,"2020-09-25_A055","2020-10-02","Acerv2","1","1","Ambient","Placebo",0.576,"2020-10-02_A055","2020-10-09","Acerv2","1","1","Ambient","Placebo",0.558,"2020-10-09_A055","2020-10-15","Acerv2","5","1","Ambient","Placebo",0.557,"2020-10-15_A055","2020-10-23","Acerv2","5","1","Ambient","Placebo",0.558,"2020-10-23_A055",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Acerv2","5","1","Ambient","Placebo",0.525,"2020-10-30_A055","2020-11-06","Acerv2","3","1","Ambient","Placebo",0.495,"2020-11-06_A055"
"A056","2020-08-12","Acerv2","8","3","NH4","Placebo",0.705,"2020-08-12_A056","2020-09-02","Acerv2","7","3","NH4","Placebo",0.636,"2020-09-02_A056","2020-09-11","Acerv2","3","3","NH4","Placebo",0.615,"2020-09-11_A056","2020-09-18","Acerv2","3","3","NH4","Placebo",0.572,"2020-09-18_A056","2020-09-22","Acerv2","3","3","NH4","Placebo",0.571,"2020-09-22_A056","2020-09-25","Acerv2","3","3","NH4","Placebo",0.573,"2020-09-25_A056","2020-10-02","Acerv2","3","3","NH4","Placebo",0.555,"2020-10-02_A056","2020-10-09","Acerv2","3","3","NH4","Placebo",0.545,"2020-10-09_A056","2020-10-15","Acerv2","7","3","NH4","Placebo",0.594,"2020-10-15_A056","2020-10-23","Acerv2","7","3","NH4","Placebo",0.547,"2020-10-23_A056",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Acerv2","7","3","NH4","Placebo",0.536,"2020-10-30_A056",NA,NA,NA,NA,NA,NA,NA,NA
"A057","2020-08-12","Acerv2","8","5","Ambient","Pathogen",0.642,"2020-08-12_A057","2020-09-02","Acerv2","5","5","Ambient","Pathogen",0.614,"2020-09-02_A057","2020-09-11","Acerv2","5","5","Ambient","Pathogen",0.579,"2020-09-11_A057","2020-09-18","Acerv2","5","5","Ambient","Pathogen",0.513,"2020-09-18_A057","2020-09-22","Acerv2","5","5","Ambient","Pathogen",0.521,"2020-09-22_A057","2020-09-25","Acerv2","5","5","Ambient","Pathogen",0.525,"2020-09-25_A057","2020-10-02","Acerv2","5","5","Ambient","Pathogen",0.507,"2020-10-02_A057","2020-10-09","Acerv2","5","5","Ambient","Pathogen",0.556,"2020-10-09_A057","2020-10-15","Acerv2","1","5","Ambient","Pathogen",0.519,"2020-10-15_A057","2020-10-23","Acerv2","1","5","Ambient","Pathogen",0.493,"2020-10-23_A057",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Acerv2","1","5","Ambient","Pathogen",0.484,"2020-10-30_A057","2020-11-06","Acerv2","1","5","Ambient","Pathogen",0.501,"2020-11-06_A057"
"A058","2020-08-12","Acerv2","8","3","NH4","Pathogen",0.667,"2020-08-12_A058","2020-09-02","Acerv2","7","3","NH4","Pathogen",0.599,"2020-09-02_A058","2020-09-11","Acerv2","3","3","NH4","Pathogen",0.575,"2020-09-11_A058","2020-09-18","Acerv2","3","3","NH4","Pathogen",0.53,"2020-09-18_A058","2020-09-22","Acerv2","3","3","NH4","Pathogen",0.514,"2020-09-22_A058","2020-09-25","Acerv2","3","3","NH4","Pathogen",0.536,"2020-09-25_A058","2020-10-02","Acerv2","3","3","NH4","Pathogen",0.514,"2020-10-02_A058","2020-10-09","Acerv2","3","3","NH4","Pathogen",0.532,"2020-10-09_A058","2020-10-15","Acerv2","3","3","NH4","Pathogen",0.545,"2020-10-15_A058","2020-10-23","Acerv2","3","3","NH4","Pathogen",0.586,"2020-10-23_A058",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Acerv2","3","3","NH4","Pathogen",0.555,"2020-10-30_A058",NA,NA,NA,NA,NA,NA,NA,NA
"A059","2020-08-12","Acerv2","8","6","Ambient","Pathogen",0.703,"2020-08-12_A059","2020-09-02","Acerv2","6","6","Ambient","Pathogen",0.645,"2020-09-02_A059","2020-09-11","Acerv2","6","6","Ambient","Pathogen",0.631,"2020-09-11_A059","2020-09-18","Acerv2","6","6","Ambient","Pathogen",0.584,"2020-09-18_A059","2020-09-22","Acerv2","6","6","Ambient","Pathogen",0.549,"2020-09-22_A059","2020-09-25","Acerv2","6","6","Ambient","Pathogen",0.539,"2020-09-25_A059","2020-10-02","Acerv2","6","6","Ambient","Pathogen",0.505,"2020-10-02_A059","2020-10-09","Acerv2","6","6","Ambient","Pathogen",0.557,"2020-10-09_A059","2020-10-15","Acerv2","2","6","Ambient","Pathogen",0.578,"2020-10-15_A059","2020-10-23","Acerv2","2","6","Ambient","Pathogen",0.51,"2020-10-23_A059","2020-10-29","Acerv2","2","6","Ambient","Pathogen",0.547,"2020-10-29_A059","2020-10-30","Acerv2","2","6","Ambient","Pathogen",0.537,"2020-10-30_A059",NA,NA,NA,NA,NA,NA,NA,NA
"A060","2020-08-12","Acerv2","8","8","NH4","Placebo",0.65,"2020-08-12_A060","2020-09-02","Acerv2","2","8","NH4","Placebo",0.555,"2020-09-02_A060","2020-09-11","Acerv2","2","8","NH4","Placebo",0.561,"2020-09-11_A060","2020-09-18","Acerv2","8","8","NH4","Placebo",0.559,"2020-09-18_A060","2020-09-22","Acerv2","8","8","NH4","Placebo",0.542,"2020-09-22_A060","2020-09-25","Acerv2","8","8","NH4","Placebo",0.539,"2020-09-25_A060","2020-10-02","Acerv2","8","8","NH4","Placebo",0.55,"2020-10-02_A060","2020-10-09","Acerv2","8","8","NH4","Placebo",0.535,"2020-10-09_A060","2020-10-15","Acerv2","8","8","NH4","Placebo",0.551,"2020-10-15_A060","2020-10-23","Acerv2","8","8","NH4","Placebo",0.567,"2020-10-23_A060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A061","2020-08-12","Acerv2","8","7","NH4","Pathogen",0.707,"2020-08-12_A061","2020-09-02","Acerv2","1","7","NH4","Pathogen",0.657,"2020-09-02_A061","2020-09-11","Acerv2","1","7","NH4","Pathogen",0.624,"2020-09-11_A061","2020-09-18","Acerv2","7","7","NH4","Pathogen",0.605,"2020-09-18_A061","2020-09-22","Acerv2","7","7","NH4","Pathogen",0.592,"2020-09-22_A061","2020-09-25","Acerv2","7","7","NH4","Pathogen",0.578,"2020-09-25_A061","2020-10-02","Acerv2","7","7","NH4","Pathogen",0.552,"2020-10-02_A061","2020-10-09","Acerv2","7","7","NH4","Pathogen",0.559,"2020-10-09_A061","2020-10-15","Acerv2","3","7","NH4","Pathogen",0.581,"2020-10-15_A061","2020-10-23","Acerv2","3","7","NH4","Pathogen",0.587,"2020-10-23_A061",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Acerv2","3","7","NH4","Pathogen",0.568,"2020-10-30_A061",NA,NA,NA,NA,NA,NA,NA,NA
"A062","2020-08-12","Acerv2","8","5","Ambient","Placebo",0.685,"2020-08-12_A062","2020-09-02","Acerv2","5","5","Ambient","Placebo",0.633,"2020-09-02_A062","2020-09-11","Acerv2","5","5","Ambient","Placebo",0.56,"2020-09-11_A062","2020-09-18","Acerv2","5","5","Ambient","Placebo",0.555,"2020-09-18_A062","2020-09-22","Acerv2","5","5","Ambient","Placebo",0.54,"2020-09-22_A062","2020-09-25","Acerv2","5","5","Ambient","Placebo",0.567,"2020-09-25_A062","2020-10-02","Acerv2","5","5","Ambient","Placebo",0.549,"2020-10-02_A062","2020-10-09","Acerv2","5","5","Ambient","Placebo",0.483,"2020-10-09_A062","2020-10-15","Acerv2","5","5","Ambient","Placebo",0.553,"2020-10-15_A062","2020-10-23","Acerv2","5","5","Ambient","Placebo",0.534,"2020-10-23_A062",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Acerv2","5","5","Ambient","Placebo",0.519,"2020-10-30_A062","2020-11-06","Acerv2","3","5","Ambient","Placebo",0.43,"2020-11-06_A062"
"A107","2020-08-12","U41","9","4","NH4","Pathogen",0.672,"2020-08-12_A107","2020-09-02","U41","4","4","NH4","Pathogen",0.528,"2020-09-02_A107","2020-09-11","U41","4","4","NH4","Pathogen",0.601,"2020-09-11_A107","2020-09-18","U41","4","4","NH4","Pathogen",0.555,"2020-09-18_A107","2020-09-22","U41","4","4","NH4","Pathogen",0.559,"2020-09-22_A107","2020-09-25","U41","4","4","NH4","Pathogen",0.569,"2020-09-25_A107","2020-10-02","U41","4","4","NH4","Pathogen",0.564,"2020-10-02_A107","2020-10-09","U41","4","4","NH4","Pathogen",0.554,"2020-10-09_A107","2020-10-15","U41","4","4","NH4","Pathogen",0.581,"2020-10-15_A107","2020-10-23","U41","4","4","NH4","Pathogen",0.569,"2020-10-23_A107",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U41","4","4","NH4","Pathogen",0.565,"2020-10-30_A107",NA,NA,NA,NA,NA,NA,NA,NA
"A110","2020-08-12","U41","9","1","Ambient","Pathogen",0.673,"2020-08-12_A110","2020-09-02","U41","3","1","Ambient","Pathogen",0.574,"2020-09-02_A110","2020-09-11","U41","7","1","Ambient","Pathogen",0.559,"2020-09-11_A110","2020-09-18","U41","1","1","Ambient","Pathogen",0.549,"2020-09-18_A110","2020-09-22","U41","1","1","Ambient","Pathogen",0.545,"2020-09-22_A110","2020-09-25","U41","1","1","Ambient","Pathogen",0.57,"2020-09-25_A110","2020-10-02","U41","1","1","Ambient","Pathogen",0.543,"2020-10-02_A110","2020-10-09","U41","1","1","Ambient","Pathogen",0.613,"2020-10-09_A110","2020-10-15","U41","1","1","Ambient","Pathogen",0.594,"2020-10-15_A110","2020-10-23","U41","1","1","Ambient","Pathogen",0.558,"2020-10-23_A110",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U41","1","1","Ambient","Pathogen",0.561,"2020-10-30_A110","2020-11-06","U41","1","1","Ambient","Pathogen",0.548,"2020-11-06_A110"
"A112","2020-08-12","U41","9","6","Ambient","Pathogen",0.687,"2020-08-12_A112","2020-09-02","U41","6","6","Ambient","Pathogen",0.603,"2020-09-02_A112","2020-09-11","U41","6","6","Ambient","Pathogen",0.566,"2020-09-11_A112","2020-09-18","U41","6","6","Ambient","Pathogen",0.559,"2020-09-18_A112","2020-09-22","U41","6","6","Ambient","Pathogen",0.526,"2020-09-22_A112","2020-09-25","U41","6","6","Ambient","Pathogen",0.545,"2020-09-25_A112","2020-10-02","U41","6","6","Ambient","Pathogen",0.555,"2020-10-02_A112","2020-10-09","U41","6","6","Ambient","Pathogen",0.513,"2020-10-09_A112","2020-10-15","U41","2","6","Ambient","Pathogen",0.542,"2020-10-15_A112","2020-10-23","U41","2","6","Ambient","Pathogen",0.551,"2020-10-23_A112","2020-10-29","U41","2","6","Ambient","Pathogen",0.538,"2020-10-29_A112","2020-10-30","U41","2","6","Ambient","Pathogen",0.487,"2020-10-30_A112",NA,NA,NA,NA,NA,NA,NA,NA
"A114","2020-08-12","U41","9","8","NH4","Pathogen",0.689,"2020-08-12_A114","2020-09-02","U41","2","8","NH4","Pathogen",0.56,"2020-09-02_A114","2020-09-11","U41","2","8","NH4","Pathogen",0.597,"2020-09-11_A114","2020-09-18","U41","8","8","NH4","Pathogen",0.533,"2020-09-18_A114","2020-09-22","U41","8","8","NH4","Pathogen",0.565,"2020-09-22_A114","2020-09-25","U41","8","8","NH4","Pathogen",0.537,"2020-09-25_A114","2020-10-02","U41","8","8","NH4","Pathogen",0.561,"2020-10-02_A114","2020-10-09","U41","8","8","NH4","Pathogen",0.554,"2020-10-09_A114","2020-10-15","U41","4","8","NH4","Pathogen",0.565,"2020-10-15_A114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A115","2020-08-12","U41","9","5","Ambient","Pathogen",0.648,"2020-08-12_A115","2020-09-02","U41","5","5","Ambient","Pathogen",0.608,"2020-09-02_A115","2020-09-11","U41","5","5","Ambient","Pathogen",0.589,"2020-09-11_A115","2020-09-18","U41","5","5","Ambient","Pathogen",0.564,"2020-09-18_A115","2020-09-22","U41","5","5","Ambient","Pathogen",0.546,"2020-09-22_A115","2020-09-25","U41","5","5","Ambient","Pathogen",0.577,"2020-09-25_A115","2020-10-02","U41","5","5","Ambient","Pathogen",0.567,"2020-10-02_A115","2020-10-09","U41","5","5","Ambient","Pathogen",0.561,"2020-10-09_A115","2020-10-15","U41","1","5","Ambient","Pathogen",0.571,"2020-10-15_A115","2020-10-23","U41","1","5","Ambient","Pathogen",0.56,"2020-10-23_A115",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U41","1","5","Ambient","Pathogen",0.577,"2020-10-30_A115","2020-11-06","U41","1","5","Ambient","Pathogen",0.508,"2020-11-06_A115"
"A116","2020-08-12","U41","9","7","NH4","Pathogen",0.687,"2020-08-12_A116","2020-09-02","U41","1","7","NH4","Pathogen",0.637,"2020-09-02_A116","2020-09-11","U41","1","7","NH4","Pathogen",0.6,"2020-09-11_A116","2020-09-18","U41","7","7","NH4","Pathogen",0.571,"2020-09-18_A116","2020-09-22","U41","7","7","NH4","Pathogen",0.555,"2020-09-22_A116","2020-09-25","U41","7","7","NH4","Pathogen",0.556,"2020-09-25_A116","2020-10-02","U41","7","7","NH4","Pathogen",0.559,"2020-10-02_A116","2020-10-09","U41","7","7","NH4","Pathogen",0.581,"2020-10-09_A116","2020-10-15","U41","3","7","NH4","Pathogen",0.598,"2020-10-15_A116","2020-10-23","U41","3","7","NH4","Pathogen",0.576,"2020-10-23_A116",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U41","3","7","NH4","Pathogen",0.566,"2020-10-30_A116","2020-11-06","U41","2","7","NH4","Pathogen",0.553,"2020-11-06_A116"
"A118","2020-08-12","U41","9","4","NH4","Pathogen",0.673,"2020-08-12_A118","2020-09-02","U41","4","4","NH4","Pathogen",0.564,"2020-09-02_A118","2020-09-11","U41","4","4","NH4","Pathogen",0.613,"2020-09-11_A118","2020-09-18","U41","4","4","NH4","Pathogen",0.573,"2020-09-18_A118","2020-09-22","U41","4","4","NH4","Pathogen",0.569,"2020-09-22_A118","2020-09-25","U41","4","4","NH4","Pathogen",0.542,"2020-09-25_A118","2020-10-02","U41","4","4","NH4","Pathogen",0.629,"2020-10-02_A118","2020-10-09","U41","4","4","NH4","Pathogen",0.577,"2020-10-09_A118","2020-10-15","U41","4","4","NH4","Pathogen",0.549,"2020-10-15_A118","2020-10-23","U41","4","4","NH4","Pathogen",0.592,"2020-10-23_A118",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U41","4","4","NH4","Pathogen",0.551,"2020-10-30_A118",NA,NA,NA,NA,NA,NA,NA,NA
"A119","2020-08-12","U41","9","3","NH4","Pathogen",0.663,"2020-08-12_A119","2020-09-02","U41","7","3","NH4","Pathogen",0.598,"2020-09-02_A119","2020-09-11","U41","3","3","NH4","Pathogen",0.585,"2020-09-11_A119","2020-09-18","U41","3","3","NH4","Pathogen",0.558,"2020-09-18_A119","2020-09-22","U41","3","3","NH4","Pathogen",0.574,"2020-09-22_A119","2020-09-25","U41","3","3","NH4","Pathogen",0.56,"2020-09-25_A119","2020-10-02","U41","3","3","NH4","Pathogen",0.549,"2020-10-02_A119","2020-10-09","U41","3","3","NH4","Pathogen",0.541,"2020-10-09_A119","2020-10-15","U41","3","3","NH4","Pathogen",0.581,"2020-10-15_A119","2020-10-23","U41","3","3","NH4","Pathogen",0.567,"2020-10-23_A119",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U41","3","3","NH4","Pathogen",0.563,"2020-10-30_A119","2020-11-06","U41","2","3","NH4","Pathogen",0.562,"2020-11-06_A119"
"A123","2020-08-12","U41","9","6","Ambient","Pathogen",0.668,"2020-08-12_A123","2020-09-02","U41","6","6","Ambient","Pathogen",0.58,"2020-09-02_A123","2020-09-11","U41","6","6","Ambient","Pathogen",0.598,"2020-09-11_A123","2020-09-18","U41","6","6","Ambient","Pathogen",0.554,"2020-09-18_A123","2020-09-22","U41","6","6","Ambient","Pathogen",0.522,"2020-09-22_A123","2020-09-25","U41","6","6","Ambient","Pathogen",0.514,"2020-09-25_A123","2020-10-02","U41","6","6","Ambient","Pathogen",0.546,"2020-10-02_A123","2020-10-09","U41","6","6","Ambient","Pathogen",0.544,"2020-10-09_A123","2020-10-15","U41","2","6","Ambient","Pathogen",0.551,"2020-10-15_A123","2020-10-23","U41","2","6","Ambient","Pathogen",0.555,"2020-10-23_A123","2020-10-29","U41","2","6","Ambient","Pathogen",0,"2020-10-29_A123","2020-10-30","U41","2","6","Ambient","Pathogen",0.5,"2020-10-30_A123",NA,NA,NA,NA,NA,NA,NA,NA
"A124","2020-08-12","U41","9","2","Ambient","Pathogen",0.651,"2020-08-12_A124","2020-09-02","U41","8","2","Ambient","Pathogen",0.601,"2020-09-02_A124","2020-09-11","U41","8","2","Ambient","Pathogen",0.596,"2020-09-11_A124","2020-09-18","U41","2","2","Ambient","Pathogen",0.589,"2020-09-18_A124","2020-09-22","U41","2","2","Ambient","Pathogen",0.536,"2020-09-22_A124","2020-09-25","U41","2","2","Ambient","Pathogen",0.556,"2020-09-25_A124","2020-10-02","U41","2","2","Ambient","Pathogen",0.553,"2020-10-02_A124","2020-10-09","U41","2","2","Ambient","Pathogen",0.533,"2020-10-09_A124","2020-10-15","U41","2","2","Ambient","Pathogen",0.537,"2020-10-15_A124","2020-10-23","U41","2","2","Ambient","Pathogen",0.565,"2020-10-23_A124","2020-10-29","U41","2","2","Ambient","Pathogen",0,"2020-10-29_A124","2020-10-30","U41","2","2","Ambient","Pathogen",0.476,"2020-10-30_A124",NA,NA,NA,NA,NA,NA,NA,NA
"A125","2020-08-12","U41","9","3","NH4","Pathogen",0.661,"2020-08-12_A125","2020-09-02","U41","7","3","NH4","Pathogen",0.622,"2020-09-02_A125","2020-09-11","U41","3","3","NH4","Pathogen",0.571,"2020-09-11_A125","2020-09-18","U41","3","3","NH4","Pathogen",0.533,"2020-09-18_A125","2020-09-22","U41","3","3","NH4","Pathogen",0.55,"2020-09-22_A125","2020-09-25","U41","3","3","NH4","Pathogen",0.553,"2020-09-25_A125","2020-10-02","U41","3","3","NH4","Pathogen",0.526,"2020-10-02_A125","2020-10-09","U41","3","3","NH4","Pathogen",0.557,"2020-10-09_A125","2020-10-15","U41","3","3","NH4","Pathogen",0.592,"2020-10-15_A125","2020-10-23","U41","3","3","NH4","Pathogen",0.588,"2020-10-23_A125",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U41","3","3","NH4","Pathogen",0.588,"2020-10-30_A125","2020-11-06","U41","2","3","NH4","Pathogen",0.527,"2020-11-06_A125"
"A151","2020-08-12","K2","10","3","NH4","Placebo",0.688,"2020-08-12_A151","2020-09-02","K2","7","3","NH4","Placebo",0.647,"2020-09-02_A151","2020-09-11","K2","3","3","NH4","Placebo",0.566,"2020-09-11_A151","2020-09-18","K2","3","3","NH4","Placebo",0.578,"2020-09-18_A151","2020-09-22","K2","3","3","NH4","Placebo",0.594,"2020-09-22_A151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A152","2020-08-12","K2","10","7","NH4","Pathogen",0.671,"2020-08-12_A152","2020-09-02","K2","1","7","NH4","Pathogen",0.657,"2020-09-02_A152","2020-09-11","K2","1","7","NH4","Pathogen",0.607,"2020-09-11_A152","2020-09-18","K2","7","7","NH4","Pathogen",0.608,"2020-09-18_A152","2020-09-22","K2","7","7","NH4","Pathogen",0.576,"2020-09-22_A152","2020-09-25","K2","7","7","NH4","Pathogen",0.579,"2020-09-25_A152","2020-10-02","K2","7","7","NH4","Pathogen",0.579,"2020-10-02_A152","2020-10-09","K2","7","7","NH4","Pathogen",0.602,"2020-10-09_A152","2020-10-15","K2","3","7","NH4","Pathogen",0.582,"2020-10-15_A152","2020-10-23","K2","3","7","NH4","Pathogen",0.597,"2020-10-23_A152",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","K2","3","7","NH4","Pathogen",0.581,"2020-10-30_A152","2020-11-06","K2","2","7","NH4","Pathogen",0.578,"2020-11-06_A152"
"A154","2020-08-12","K2","10","5","Ambient","Placebo",0.657,"2020-08-12_A154","2020-09-02","K2","5","5","Ambient","Placebo",0.569,"2020-09-02_A154","2020-09-11","K2","5","5","Ambient","Placebo",0.652,"2020-09-11_A154","2020-09-18","K2","5","5","Ambient","Placebo",0.597,"2020-09-18_A154","2020-09-22","K2","5","5","Ambient","Placebo",0.512,"2020-09-22_A154","2020-09-25","K2","5","5","Ambient","Placebo",0.588,"2020-09-25_A154","2020-10-02","K2","5","5","Ambient","Placebo",0.576,"2020-10-02_A154","2020-10-09","K2","5","5","Ambient","Placebo",0.561,"2020-10-09_A154","2020-10-15","K2","5","5","Ambient","Placebo",0.59,"2020-10-15_A154","2020-10-23","K2","5","5","Ambient","Placebo",0.586,"2020-10-23_A154",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","K2","5","5","Ambient","Placebo",0.575,"2020-10-30_A154","2020-11-06","K2","3","5","Ambient","Placebo",0.553,"2020-11-06_A154"
"A155","2020-08-12","K2","10","4","NH4","Placebo",0.648,"2020-08-12_A155","2020-09-02","K2","4","4","NH4","Placebo",0.586,"2020-09-02_A155","2020-09-11","K2","4","4","NH4","Placebo",0.59,"2020-09-11_A155","2020-09-18","K2","4","4","NH4","Placebo",0.578,"2020-09-18_A155","2020-09-22","K2","4","4","NH4","Placebo",0.588,"2020-09-22_A155","2020-09-25","K2","4","4","NH4","Placebo",0.596,"2020-09-25_A155","2020-10-02","K2","4","4","NH4","Placebo",0.568,"2020-10-02_A155","2020-10-09","K2","4","4","NH4","Placebo",0.578,"2020-10-09_A155","2020-10-15","K2","8","4","NH4","Placebo",0.597,"2020-10-15_A155","2020-10-23","K2","8","4","NH4","Placebo",0.589,"2020-10-23_A155",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","K2","8","4","NH4","Placebo",0.58,"2020-10-30_A155","2020-11-06","K2","6","4","NH4","Placebo",0.58,"2020-11-06_A155"
"A156","2020-08-12","K2","10","2","Ambient","Pathogen",0.647,"2020-08-12_A156","2020-09-02","K2","8","2","Ambient","Pathogen",0.598,"2020-09-02_A156","2020-09-11","K2","8","2","Ambient","Pathogen",0.529,"2020-09-11_A156","2020-09-18","K2","2","2","Ambient","Pathogen",0.56,"2020-09-18_A156","2020-09-22","K2","2","2","Ambient","Pathogen",0.596,"2020-09-22_A156","2020-09-25","K2","2","2","Ambient","Pathogen",0.518,"2020-09-25_A156","2020-10-02","K2","2","2","Ambient","Pathogen",0.542,"2020-10-02_A156","2020-10-09","K2","2","2","Ambient","Pathogen",0.551,"2020-10-09_A156","2020-10-15","K2","2","2","Ambient","Pathogen",0.556,"2020-10-15_A156","2020-10-23","K2","2","2","Ambient","Pathogen",0.561,"2020-10-23_A156","2020-10-29","K2","2","2","Ambient","Pathogen",0,"2020-10-29_A156","2020-10-30","K2","2","2","Ambient","Pathogen",0.533,"2020-10-30_A156",NA,NA,NA,NA,NA,NA,NA,NA
"A157","2020-08-12","K2","10","8","NH4","Pathogen",0.666,"2020-08-12_A157","2020-09-02","K2","2","8","NH4","Pathogen",0.66,"2020-09-02_A157","2020-09-11","K2","2","8","NH4","Pathogen",0.647,"2020-09-11_A157","2020-09-18","K2","8","8","NH4","Pathogen",0.596,"2020-09-18_A157","2020-09-22","K2","8","8","NH4","Pathogen",0.593,"2020-09-22_A157","2020-09-25","K2","8","8","NH4","Pathogen",0.598,"2020-09-25_A157","2020-10-02","K2","8","8","NH4","Pathogen",0.614,"2020-10-02_A157","2020-10-09","K2","8","8","NH4","Pathogen",0.565,"2020-10-09_A157","2020-10-15","K2","4","8","NH4","Pathogen",0.617,"2020-10-15_A157","2020-10-23","K2","4","8","NH4","Pathogen",0.608,"2020-10-23_A157",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","K2","4","8","NH4","Pathogen",0.608,"2020-10-30_A157","2020-11-06","K2","3","8","NH4","Pathogen",0.594,"2020-11-06_A157"
